,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
3310,22,36000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0,0.33,N,4,0.3333333333333333
3311,25,36000,RENT,2.0,EDUCATION,C,3600,15.23,0,0.1,N,4,0.1
3312,22,36000,RENT,2.0,EDUCATION,C,3600,12.99,0,0.1,N,2,0.1
3313,25,36000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.17,N,4,0.16666666666666666
3314,22,36000,RENT,3.0,PERSONAL,A,3600,5.99,0,0.1,N,2,0.1
3315,24,36000,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.29,0,0.1,N,2,0.1
3316,26,36000,MORTGAGE,2.0,PERSONAL,B,10000,10.75,0,0.28,N,2,0.2777777777777778
3317,23,30000,MORTGAGE,4.0,MEDICAL,D,4000,16.32,1,0.13,Y,4,0.13333333333333333
3318,22,37008,RENT,2.0,EDUCATION,B,3600,12.42,0,0.1,N,4,0.09727626459143969
3319,23,36000,OWN,4.0,VENTURE,A,18000,7.88,0,0.5,N,2,0.5
3320,22,38400,RENT,6.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.09,N,3,0.09375
3321,23,38400,RENT,7.0,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,N,3,0.09375
3322,24,36000,MORTGAGE,8.0,VENTURE,A,3250,6.39,0,0.09,N,2,0.09027777777777778
3323,24,36000,MORTGAGE,3.0,MEDICAL,C,8000,13.61,0,0.22,N,2,0.2222222222222222
3324,22,36000,OWN,6.0,EDUCATION,D,12000,15.21,0,0.33,Y,3,0.3333333333333333
3325,22,36000,MORTGAGE,6.0,PERSONAL,D,1400,14.84,0,0.04,Y,4,0.03888888888888889
3326,26,36000,MORTGAGE,6.0,PERSONAL,A,4000,6.76,0,0.11,N,3,0.1111111111111111
3327,25,33772,RENT,3.0,HOMEIMPROVEMENT,D,3600,16.02,1,0.11,Y,2,0.10659718109676655
3328,23,40000,RENT,3.0,DEBTCONSOLIDATION,C,3600,15.96,0,0.09,Y,4,0.09
3329,22,36000,MORTGAGE,0.0,MEDICAL,A,4500,7.51,0,0.13,N,2,0.125
3330,24,40000,RENT,1.0,MEDICAL,C,3600,13.49,0,0.09,N,3,0.09
3331,25,36000,MORTGAGE,5.0,VENTURE,E,4800,17.93,0,0.13,N,3,0.13333333333333333
3332,21,40000,RENT,5.0,MEDICAL,A,3600,5.42,0,0.09,N,4,0.09
3333,26,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5400,7.51,0,0.15,N,4,0.15
3334,25,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,N,4,0.25
3335,23,36000,MORTGAGE,3.0,VENTURE,B,4800,10.38,0,0.13,N,4,0.13333333333333333
3336,24,40000,RENT,0.0,EDUCATION,B,3600,10.59,0,0.09,N,2,0.09
3337,23,36000,OWN,3.0,EDUCATION,A,8500,7.51,0,0.24,N,3,0.2361111111111111
3338,22,40000,RENT,0.0,PERSONAL,A,3600,6.17,0,0.09,N,2,0.09
3339,24,40000,RENT,2.0,DEBTCONSOLIDATION,B,3600,11.12,0,0.09,N,3,0.09
3340,22,36000,MORTGAGE,6.0,VENTURE,A,7500,7.14,0,0.21,N,3,0.20833333333333334
3341,25,36000,MORTGAGE,3.0,VENTURE,B,5000,10.99,0,0.14,N,4,0.1388888888888889
3342,22,36000,MORTGAGE,1.0,EDUCATION,A,6000,7.51,0,0.17,N,4,0.16666666666666666
3343,22,42000,RENT,0.0,VENTURE,C,3600,14.72,0,0.09,Y,4,0.08571428571428572
3344,23,36000,OWN,2.0,VENTURE,B,15000,11.36,0,0.42,N,4,0.4166666666666667
3345,23,37000,RENT,7.0,EDUCATION,A,11000,6.62,0,0.3,N,3,0.2972972972972973
3346,23,37440,RENT,0.0,VENTURE,B,11000,10.99,0,0.29,N,2,0.2938034188034188
3347,24,37950,RENT,8.0,EDUCATION,B,11000,11.86,0,0.29,N,2,0.2898550724637681
3348,24,36000,MORTGAGE,4.0,VENTURE,D,2000,14.96,0,0.06,N,2,0.05555555555555555
3349,26,36000,OWN,4.0,PERSONAL,B,15000,10.25,0,0.42,N,2,0.4166666666666667
3350,22,39500,RENT,3.0,DEBTCONSOLIDATION,C,11000,12.68,0,0.28,Y,2,0.27848101265822783
3351,23,39500,RENT,7.0,MEDICAL,A,11000,7.49,0,0.28,N,2,0.27848101265822783
3352,23,39520,RENT,8.0,PERSONAL,A,11000,5.42,0,0.28,N,2,0.2783400809716599
3353,22,39996,RENT,3.0,PERSONAL,A,11000,5.79,0,0.28,N,2,0.27502750275027504
3354,22,34000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.99,1,0.32,N,3,0.3235294117647059
3355,22,41000,RENT,2.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.27,N,4,0.2682926829268293
3356,24,41280,RENT,3.0,VENTURE,D,11000,15.28,0,0.27,N,3,0.26647286821705424
3357,26,36000,MORTGAGE,10.0,PERSONAL,B,10000,9.88,0,0.28,N,3,0.2777777777777778
3358,25,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.19,Y,2,0.19444444444444445
3359,23,36000,MORTGAGE,4.0,EDUCATION,A,10000,7.14,0,0.28,N,3,0.2777777777777778
3360,21,41808,RENT,5.0,EDUCATION,E,11000,17.19,0,0.26,Y,3,0.2631075392269422
3361,22,42000,RENT,3.0,PERSONAL,B,11000,11.71,0,0.26,N,2,0.2619047619047619
3362,21,36000,RENT,3.0,HOMEIMPROVEMENT,B,11000,10.37,1,0.31,N,4,0.3055555555555556
3363,23,36000,RENT,0.0,VENTURE,C,11000,13.11,1,0.31,Y,3,0.3055555555555556
3364,21,36000,OWN,5.0,EDUCATION,C,8800,13.85,0,0.24,N,2,0.24444444444444444
3365,24,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,Y,3,0.3333333333333333
3366,24,43000,RENT,9.0,EDUCATION,A,11000,8.94,0,0.26,N,3,0.2558139534883721
3367,25,44975,RENT,2.0,MEDICAL,A,11000,6.99,0,0.24,N,4,0.24458032240133407
3368,26,45000,RENT,3.0,DEBTCONSOLIDATION,A,11000,6.99,0,0.24,N,2,0.24444444444444444
3369,25,45000,RENT,2.0,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,N,2,0.24444444444444444
3370,23,36000,OWN,2.0,VENTURE,C,5000,12.87,0,0.14,Y,3,0.1388888888888889
3371,25,36000,MORTGAGE,0.0,MEDICAL,C,5400,14.26,0,0.15,N,3,0.15
3372,22,45000,RENT,6.0,MEDICAL,B,11000,9.88,0,0.24,N,2,0.24444444444444444
3373,26,45000,RENT,10.0,PERSONAL,D,11000,14.61,0,0.24,N,2,0.24444444444444444
3374,22,36000,OWN,4.0,EDUCATION,D,5000,14.61,0,0.14,N,2,0.1388888888888889
3375,22,45504,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,N,2,0.24173699015471167
3376,22,46000,RENT,3.0,EDUCATION,B,11000,10.59,0,0.24,N,3,0.2391304347826087
3377,24,36000,MORTGAGE,3.0,PERSONAL,B,4750,11.83,0,0.13,N,3,0.13194444444444445
3378,22,46000,RENT,4.0,PERSONAL,A,11000,7.49,0,0.24,N,4,0.2391304347826087
3379,24,47160,RENT,5.0,VENTURE,B,11000,11.14,0,0.23,N,4,0.23324851569126379
3380,25,48000,RENT,8.0,MEDICAL,A,11000,7.51,0,0.23,N,4,0.22916666666666666
3381,23,30000,MORTGAGE,4.0,VENTURE,D,9500,15.31,1,0.32,N,2,0.31666666666666665
3382,22,48000,RENT,2.0,EDUCATION,B,11000,10.75,0,0.23,N,4,0.22916666666666666
3383,25,48996,RENT,9.0,EDUCATION,A,11000,7.88,0,0.22,N,2,0.22450812311209078
3384,24,49278,RENT,4.0,VENTURE,C,11000,13.22,0,0.22,N,2,0.22322334510329153
3385,22,50000,RENT,1.0,MEDICAL,A,11000,7.49,0,0.22,N,2,0.22
3386,22,50000,RENT,6.0,EDUCATION,C,11000,13.49,0,0.22,Y,4,0.22
3387,23,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3000,13.22,0,0.08,N,4,0.08333333333333333
3388,21,50000,RENT,4.0,EDUCATION,B,11000,10.0,0,0.22,N,3,0.22
3389,25,50000,RENT,0.0,EDUCATION,B,11000,12.53,0,0.22,N,2,0.22
3390,26,44000,RENT,4.0,DEBTCONSOLIDATION,D,11000,15.31,1,0.25,N,2,0.25
3391,22,50985,RENT,4.0,EDUCATION,C,11000,13.11,0,0.22,N,2,0.21574973031283712
3392,22,36000,MORTGAGE,3.0,MEDICAL,B,6000,12.53,0,0.17,N,2,0.16666666666666666
3393,26,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6350,8.94,0,0.18,N,4,0.1763888888888889
3394,26,46000,RENT,3.0,MEDICAL,D,11000,16.29,1,0.24,Y,3,0.2391304347826087
3395,21,52769,RENT,5.0,EDUCATION,B,11000,10.37,0,0.21,N,4,0.20845572210957192
3396,26,53004,RENT,10.0,HOMEIMPROVEMENT,A,11000,5.79,0,0.21,N,4,0.20753150705607123
3397,23,30000,MORTGAGE,7.0,MEDICAL,C,10000,13.79,1,0.33,N,2,0.3333333333333333
3398,23,54996,RENT,2.0,MEDICAL,C,11000,13.48,0,0.2,N,2,0.20001454651247363
3399,23,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,1000,9.32,1,0.03,N,4,0.03333333333333333
3400,23,56000,RENT,3.0,DEBTCONSOLIDATION,A,11000,7.49,0,0.2,N,4,0.19642857142857142
3401,21,36000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,9.32,0,0.22,N,3,0.2222222222222222
3402,26,58195,RENT,3.0,PERSONAL,B,11000,9.91,0,0.19,N,2,0.18901967522983074
3403,22,59000,RENT,2.0,EDUCATION,B,11000,10.74,0,0.19,N,2,0.1864406779661017
3404,24,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6400,9.38,0,0.18,N,4,0.17777777777777778
3405,23,60000,RENT,1.0,EDUCATION,C,11000,14.22,0,0.18,N,4,0.18333333333333332
3406,22,36000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,8.32,0,0.28,N,3,0.2777777777777778
3407,24,65000,RENT,5.0,HOMEIMPROVEMENT,A,11000,7.51,0,0.17,N,4,0.16923076923076924
3408,26,36000,MORTGAGE,10.0,PERSONAL,B,18000,10.39,0,0.5,N,2,0.5
3409,26,36000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,6000,12.29,0,0.17,Y,4,0.16666666666666666
3410,24,36000,MORTGAGE,3.0,EDUCATION,B,8000,9.83,0,0.22,N,3,0.2222222222222222
3411,24,69996,RENT,9.0,DEBTCONSOLIDATION,B,11000,11.86,0,0.16,N,3,0.15715183724784274
3412,26,70000,RENT,5.0,HOMEIMPROVEMENT,A,11000,6.62,0,0.16,N,4,0.15714285714285714
3413,22,71200,RENT,2.0,VENTURE,B,11000,12.42,0,0.15,N,2,0.1544943820224719
3414,25,80004,RENT,9.0,HOMEIMPROVEMENT,C,11000,12.53,0,0.14,N,4,0.1374931253437328
3415,23,81600,RENT,3.0,PERSONAL,B,11000,10.99,0,0.13,N,3,0.13480392156862744
3416,24,85000,RENT,1.0,MEDICAL,A,11000,6.91,0,0.13,N,2,0.12941176470588237
3417,21,87000,RENT,5.0,MEDICAL,B,11000,11.58,0,0.13,N,2,0.12643678160919541
3418,24,90000,RENT,2.0,EDUCATION,B,11000,11.14,0,0.12,N,3,0.12222222222222222
3419,26,36194,MORTGAGE,10.0,PERSONAL,B,9250,10.08,0,0.26,N,3,0.2555672210863679
3420,24,100000,RENT,6.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.11,N,4,0.11
3421,25,30252,MORTGAGE,9.0,PERSONAL,B,10000,9.76,1,0.33,N,3,0.33055665741108026
3422,23,116000,RENT,7.0,VENTURE,A,11000,8.94,0,0.09,N,2,0.09482758620689655
3423,21,30297,MORTGAGE,5.0,HOMEIMPROVEMENT,C,7550,13.22,1,0.25,Y,4,0.249199590718553
3424,25,36300,MORTGAGE,5.0,VENTURE,A,9000,6.99,0,0.25,N,2,0.24793388429752067
3425,25,30300,MORTGAGE,4.0,MEDICAL,B,5000,10.0,1,0.17,N,2,0.16501650165016502
3426,25,120000,RENT,9.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.09,N,4,0.09166666666666666
3427,26,125000,RENT,1.0,MEDICAL,C,11000,12.98,0,0.09,Y,4,0.088
3428,22,36396,MORTGAGE,6.0,EDUCATION,B,5500,11.12,0,0.15,N,3,0.15111550719859326
3429,24,47230,RENT,8.0,VENTURE,A,10950,6.91,0,0.23,N,2,0.23184416684310818
3430,22,30400,MORTGAGE,2.0,VENTURE,C,9950,15.27,1,0.33,N,4,0.32730263157894735
3431,22,60000,RENT,5.0,PERSONAL,D,10900,15.65,0,0.18,N,2,0.18166666666666667
3432,22,35500,RENT,6.0,HOMEIMPROVEMENT,C,10875,12.84,1,0.31,N,4,0.30633802816901406
3433,25,36400,MORTGAGE,4.0,VENTURE,C,11000,12.29,0,0.3,N,3,0.3021978021978022
3434,21,33000,RENT,2.0,EDUCATION,C,10800,12.23,1,0.33,N,3,0.32727272727272727
3435,24,34000,RENT,3.0,PERSONAL,D,10800,14.42,1,0.32,Y,4,0.3176470588235294
3436,22,36480,RENT,2.0,VENTURE,B,10800,8.88,0,0.3,N,4,0.29605263157894735
3437,26,33996,RENT,2.0,PERSONAL,B,10800,11.12,1,0.32,N,3,0.3176844334627603
3438,24,36500,MORTGAGE,3.0,VENTURE,B,2500,10.37,0,0.07,N,3,0.0684931506849315
3439,24,40000,RENT,0.0,DEBTCONSOLIDATION,A,10800,6.92,0,0.27,N,4,0.27
3440,24,43680,RENT,1.0,VENTURE,A,10800,5.42,0,0.25,N,2,0.24725274725274726
3441,26,45000,RENT,0.0,MEDICAL,A,10800,6.17,0,0.24,N,3,0.24
3442,24,45996,RENT,2.0,VENTURE,C,10800,13.16,0,0.23,N,4,0.2348030263501174
3443,23,30500,MORTGAGE,6.0,MEDICAL,D,3000,14.96,1,0.1,Y,2,0.09836065573770492
3444,25,36500,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3200,9.63,0,0.09,N,3,0.08767123287671233
3445,24,36500,MORTGAGE,0.0,EDUCATION,C,7000,13.16,0,0.19,Y,4,0.1917808219178082
3446,26,42000,RENT,2.0,PERSONAL,C,10800,13.99,1,0.26,N,2,0.2571428571428571
3447,26,30576,MORTGAGE,10.0,MEDICAL,D,3000,14.46,1,0.1,Y,2,0.09811616954474098
3448,26,36588,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.27,N,3,0.2733136547501913
3449,22,36600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,9950,7.29,0,0.27,N,3,0.2718579234972678
3450,25,50000,RENT,2.0,VENTURE,B,10800,10.75,0,0.22,N,3,0.216
3451,26,36636,MORTGAGE,4.0,MEDICAL,A,5000,6.03,0,0.14,N,2,0.13647778141718528
3452,21,36648,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7125,9.91,0,0.19,N,2,0.19441715782580224
3453,22,44400,RENT,2.0,PERSONAL,E,10800,18.79,1,0.24,N,3,0.24324324324324326
3454,23,55000,RENT,2.0,MEDICAL,B,10800,8.88,0,0.2,N,2,0.19636363636363635
3455,25,55000,RENT,2.0,VENTURE,C,10800,13.57,0,0.2,N,2,0.19636363636363635
3456,25,30780,MORTGAGE,4.0,MEDICAL,A,5500,8.49,1,0.18,N,4,0.17868745938921377
3457,21,36800,MORTGAGE,5.0,EDUCATION,A,12400,7.51,0,0.34,N,4,0.33695652173913043
3458,21,57000,RENT,0.0,EDUCATION,C,10800,13.22,0,0.19,N,3,0.18947368421052632
3459,21,57000,RENT,6.0,HOMEIMPROVEMENT,D,10800,16.77,1,0.19,N,4,0.18947368421052632
3460,25,68000,RENT,9.0,VENTURE,B,10800,10.74,0,0.16,N,2,0.1588235294117647
3461,24,36852,MORTGAGE,4.0,EDUCATION,B,6000,9.99,0,0.16,N,4,0.16281341582546402
3462,23,72000,RENT,3.0,MEDICAL,A,10800,7.88,0,0.15,N,2,0.15
3463,26,69000,RENT,11.0,HOMEIMPROVEMENT,A,10800,7.51,1,0.16,N,4,0.1565217391304348
3464,23,58650,RENT,7.0,MEDICAL,D,10800,16.29,1,0.16,N,3,0.18414322250639387
3465,22,36933,MORTGAGE,2.0,VENTURE,C,10000,12.22,0,0.27,Y,4,0.27076056643110497
3466,22,75000,RENT,0.0,MEDICAL,B,10800,9.62,0,0.14,N,3,0.144
3467,25,62165,RENT,2.0,MEDICAL,D,10800,15.65,1,0.15,Y,4,0.17373119922786134
3468,23,115000,RENT,0.0,PERSONAL,C,10800,14.65,0,0.09,N,4,0.09391304347826086
3469,23,36996,OWN,4.0,MEDICAL,A,10000,7.51,0,0.27,N,3,0.27029949183695534
3470,22,20796,RENT,1.0,DEBTCONSOLIDATION,D,10775,15.37,1,0.52,Y,2,0.5181284862473553
3471,23,30000,RENT,6.0,EDUCATION,B,10775,10.65,1,0.36,N,4,0.3591666666666667
3472,24,36996,MORTGAGE,7.0,PERSONAL,D,7800,15.31,0,0.21,Y,3,0.21083360363282516
3473,24,24000,RENT,0.0,HOMEIMPROVEMENT,D,10750,15.2,1,0.45,Y,2,0.4479166666666667
3474,22,29950,RENT,0.0,HOMEIMPROVEMENT,D,10750,14.11,1,0.36,N,3,0.3589315525876461
3475,21,30067,RENT,5.0,VENTURE,C,10750,12.68,1,0.36,N,3,0.3575348388598796
3476,23,33600,RENT,2.0,DEBTCONSOLIDATION,C,10750,13.48,1,0.32,Y,3,0.31994047619047616
3477,26,36000,RENT,7.0,VENTURE,E,10750,16.0,0,0.3,Y,4,0.2986111111111111
3478,23,37000,OWN,0.0,EDUCATION,A,6000,8.9,0,0.16,N,3,0.16216216216216217
3479,25,39000,RENT,1.0,HOMEIMPROVEMENT,D,10750,14.59,1,0.28,Y,4,0.27564102564102566
3480,23,32000,RENT,4.0,PERSONAL,A,10700,6.03,1,0.33,N,3,0.334375
3481,26,48000,RENT,2.0,EDUCATION,A,10700,9.63,0,0.22,N,4,0.22291666666666668
3482,25,54000,RENT,7.0,HOMEIMPROVEMENT,C,10700,13.48,1,0.2,Y,2,0.19814814814814816
3483,23,37000,MORTGAGE,3.0,PERSONAL,B,6400,11.71,0,0.17,N,3,0.17297297297297298
3484,26,68000,RENT,4.0,EDUCATION,B,10700,12.42,0,0.16,N,4,0.15735294117647058
3485,25,37000,OWN,0.0,VENTURE,C,10000,15.96,0,0.27,N,3,0.2702702702702703
3486,22,37000,MORTGAGE,7.0,MEDICAL,B,3600,11.71,0,0.1,N,2,0.0972972972972973
3487,26,16800,RENT,4.0,PERSONAL,B,10625,10.99,1,0.63,N,3,0.6324404761904762
3488,22,37000,MORTGAGE,1.0,VENTURE,C,2000,14.27,0,0.05,Y,2,0.05405405405405406
3489,25,24000,RENT,2.0,MEDICAL,A,10625,6.03,1,0.44,N,2,0.4427083333333333
3490,26,37000,MORTGAGE,7.0,EDUCATION,B,8400,10.99,0,0.23,N,4,0.22702702702702704
3491,25,37000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,7000,15.62,0,0.19,Y,3,0.1891891891891892
3492,23,25000,RENT,0.0,EDUCATION,B,10625,11.71,1,0.42,N,3,0.425
3493,22,37000,MORTGAGE,0.0,MEDICAL,A,15000,8.49,0,0.41,N,2,0.40540540540540543
3494,26,30000,RENT,0.0,VENTURE,B,10625,11.71,1,0.35,N,3,0.3541666666666667
3495,25,30000,RENT,9.0,DEBTCONSOLIDATION,A,10625,6.99,1,0.35,N,4,0.3541666666666667
3496,23,30000,RENT,8.0,EDUCATION,A,10625,6.92,1,0.35,N,2,0.3541666666666667
3497,24,37000,MORTGAGE,3.0,MEDICAL,A,6075,5.99,0,0.16,N,3,0.16418918918918918
3498,24,62467,RENT,0.0,HOMEIMPROVEMENT,A,10625,8.49,0,0.17,N,2,0.17008980741831686
3499,22,31200,RENT,0.0,MEDICAL,C,10600,12.99,1,0.34,N,2,0.33974358974358976
3500,24,33048,RENT,6.0,EDUCATION,C,10600,11.97,1,0.32,Y,3,0.3207455821834907
3501,24,42000,RENT,4.0,PERSONAL,C,10600,13.16,0,0.25,Y,4,0.2523809523809524
3502,25,57700,RENT,2.0,MEDICAL,D,10600,14.91,1,0.18,Y,4,0.18370883882149047
3503,24,37000,MORTGAGE,4.0,MEDICAL,A,4000,7.49,0,0.11,N,4,0.10810810810810811
3504,22,75000,RENT,3.0,EDUCATION,B,10600,10.99,0,0.14,N,3,0.14133333333333334
3505,24,94000,RENT,3.0,PERSONAL,B,10600,12.18,0,0.11,N,4,0.1127659574468085
3506,22,37000,MORTGAGE,6.0,MEDICAL,B,2500,10.37,0,0.07,N,4,0.06756756756756757
3507,25,30000,RENT,3.0,VENTURE,D,10500,16.29,1,0.35,N,2,0.35
3508,22,37000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15000,6.54,0,0.41,N,3,0.40540540540540543
3509,25,30600,RENT,4.0,MEDICAL,C,10500,13.35,1,0.34,N,3,0.3431372549019608
3510,22,29000,RENT,2.0,EDUCATION,B,10500,9.99,1,0.36,N,3,0.3620689655172414
3511,25,35220,RENT,2.0,DEBTCONSOLIDATION,A,10500,7.29,0,0.3,N,3,0.2981260647359455
3512,22,37000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,13000,7.88,0,0.35,N,4,0.35135135135135137
3513,22,36000,RENT,6.0,DEBTCONSOLIDATION,B,10500,10.74,0,0.29,N,2,0.2916666666666667
3514,24,37000,RENT,8.0,MEDICAL,D,10500,15.31,0,0.28,N,2,0.28378378378378377
3515,25,39204,RENT,3.0,PERSONAL,F,10500,18.535,0,0.27,Y,4,0.26782981328435873
3516,21,34500,RENT,5.0,EDUCATION,A,10500,8.49,1,0.3,N,3,0.30434782608695654
3517,22,41900,RENT,3.0,EDUCATION,A,10500,8.49,0,0.25,N,2,0.25059665871121717
3518,24,44640,RENT,0.0,VENTURE,B,10500,10.36,0,0.24,N,2,0.23521505376344087
3519,22,45000,RENT,0.0,PERSONAL,A,10500,6.99,0,0.23,N,2,0.23333333333333334
3520,24,37000,MORTGAGE,8.0,VENTURE,B,10000,10.99,0,0.27,N,4,0.2702702702702703
3521,22,49000,RENT,1.0,HOMEIMPROVEMENT,A,10500,9.38,1,0.21,N,2,0.21428571428571427
3522,26,58000,RENT,9.0,PERSONAL,B,10500,11.48,0,0.18,N,2,0.1810344827586207
3523,24,85000,RENT,1.0,VENTURE,A,10500,6.92,0,0.12,N,3,0.12352941176470589
3524,23,43500,RENT,0.0,MEDICAL,C,10450,13.57,0,0.24,N,2,0.24022988505747125
3525,26,37000,MORTGAGE,4.0,VENTURE,A,10400,8.94,0,0.28,N,3,0.2810810810810811
3526,23,37000,MORTGAGE,2.0,EDUCATION,A,10000,7.74,0,0.27,N,3,0.2702702702702703
3527,24,37000,OTHER,2.0,EDUCATION,B,5000,11.58,0,0.14,N,3,0.13513513513513514
3528,24,35004,RENT,9.0,PERSONAL,E,10400,16.82,0,0.3,N,2,0.2971089018397897
3529,23,37000,RENT,1.0,EDUCATION,A,10400,7.66,0,0.28,N,4,0.2810810810810811
3530,22,32400,RENT,2.0,MEDICAL,D,10400,14.84,1,0.32,N,2,0.32098765432098764
3531,25,40000,RENT,6.0,EDUCATION,B,10400,9.91,0,0.26,N,4,0.26
3532,22,37000,MORTGAGE,6.0,EDUCATION,B,7500,10.95,0,0.2,N,2,0.20270270270270271
3533,21,40800,RENT,1.0,PERSONAL,A,10400,9.32,0,0.25,N,3,0.2549019607843137
3534,23,41004,RENT,2.0,PERSONAL,B,10400,12.53,0,0.25,N,4,0.2536337918251878
3535,24,37000,MORTGAGE,4.0,MEDICAL,B,25000,10.08,0,0.68,N,2,0.6756756756756757
3536,21,42000,RENT,0.0,DEBTCONSOLIDATION,B,10400,11.49,0,0.25,N,4,0.24761904761904763
3537,23,43500,RENT,2.0,PERSONAL,C,10400,13.49,0,0.24,N,4,0.23908045977011494
3538,24,44000,RENT,4.0,DEBTCONSOLIDATION,B,10400,12.69,0,0.24,N,4,0.23636363636363636
3539,23,51000,RENT,4.0,DEBTCONSOLIDATION,A,10400,7.49,0,0.2,N,2,0.20392156862745098
3540,25,57300,RENT,2.0,PERSONAL,C,10400,11.66,0,0.18,N,4,0.18150087260034903
3541,22,57460,RENT,1.0,EDUCATION,C,10400,13.49,0,0.18,Y,3,0.18099547511312217
3542,23,60000,RENT,3.0,VENTURE,D,10400,14.91,0,0.17,Y,4,0.17333333333333334
3543,25,59000,RENT,9.0,MEDICAL,D,10400,16.29,1,0.18,N,4,0.17627118644067796
3544,22,83252,RENT,4.0,VENTURE,B,10400,12.21,0,0.12,N,3,0.12492192379762648
3545,25,37200,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.27,N,3,0.26881720430107525
3546,25,35280,RENT,3.0,DEBTCONSOLIDATION,C,10375,14.27,1,0.29,Y,4,0.2940759637188209
3547,23,64000,RENT,7.0,EDUCATION,D,10325,12.92,1,0.16,Y,2,0.161328125
3548,23,29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,N,4,0.344989281886388
3549,21,45000,RENT,3.0,EDUCATION,B,10300,10.59,0,0.23,N,2,0.2288888888888889
3550,26,165000,RENT,10.0,PERSONAL,B,10300,9.91,0,0.06,N,3,0.062424242424242424
3551,26,54996,RENT,1.0,HOMEIMPROVEMENT,A,10250,7.29,0,0.19,N,2,0.18637719106844133
3552,25,60000,RENT,3.0,HOMEIMPROVEMENT,A,10250,6.62,0,0.17,N,4,0.17083333333333334
3553,23,66000,RENT,4.0,DEBTCONSOLIDATION,E,10250,14.38,1,0.16,N,4,0.1553030303030303
3554,24,37200,MORTGAGE,5.0,PERSONAL,A,13000,6.91,0,0.35,N,2,0.34946236559139787
3555,26,37200,MORTGAGE,1.0,PERSONAL,B,6000,10.36,0,0.16,N,2,0.16129032258064516
3556,22,35496,RENT,6.0,VENTURE,D,10200,15.31,0,0.29,Y,3,0.28735632183908044
3557,26,36000,RENT,1.0,PERSONAL,B,10200,12.69,0,0.28,N,4,0.2833333333333333
3558,22,42000,RENT,0.0,PERSONAL,A,3600,7.37,0,0.09,N,3,0.08571428571428572
3559,22,44094,RENT,1.0,VENTURE,A,3600,7.37,0,0.08,N,3,0.08164376105592598
3560,23,45000,RENT,2.0,VENTURE,A,3600,6.03,0,0.08,N,3,0.08
3561,23,45000,RENT,3.0,EDUCATION,B,3600,11.49,0,0.08,N,3,0.08
3562,24,45000,RENT,0.0,MEDICAL,A,3600,6.91,0,0.08,N,4,0.08
3563,22,39600,RENT,4.0,DEBTCONSOLIDATION,D,3600,17.49,1,0.09,Y,3,0.09090909090909091
3564,22,41000,RENT,2.0,DEBTCONSOLIDATION,D,3600,16.77,1,0.09,Y,3,0.08780487804878048
3565,22,37308,MORTGAGE,0.0,PERSONAL,B,8400,9.99,0,0.23,N,4,0.22515278224509488
3566,23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,Y,2,0.0856898029134533
3567,23,48000,RENT,8.0,VENTURE,D,3600,16.02,0,0.07,N,2,0.075
3568,22,42492,RENT,6.0,DEBTCONSOLIDATION,B,3600,10.99,1,0.08,N,3,0.08472182999152782
3569,25,31417,MORTGAGE,4.0,EDUCATION,B,7000,10.36,1,0.22,N,3,0.22280930706305505
